mobile_id,battery_power,bluetooth,clock_speed,dual_sim,front_cam,four_g,int_memory,mobile_depth,mobile_wt,n_cores,primary_cam,px_height,px_width,ram,screen_ht,screen_wid,talk_time,three_g,touch_screen,wifi,price_class
100669,1188,No,1.6,Yes,11,No,Low,1.1,208,7,22,226,787,3304,10,7,27,No,Yes,Yes,0
100670,827,No,1.1,Yes,2,Yes,Low,0.9,160,2,16,448,821,1663,14,0,17,Yes,Yes,Yes,0
100671,927,Yes,1.8,Yes,17,Yes,Medium,0.3,156,5,20,622,613,3439,6,6,16,Yes,Yes,No,0
100672,772,Yes,1.0,Yes,7,No,Low,0.5,29,2,9,694,1023,2685,24,23,9,No,Yes,Yes,0
100673,1498,Yes,1.2,Yes,0,Yes,Low,0.1,191,4,1,111,1167,577,14,12,12,Yes,Yes,No,0
100674,1306,Yes,1.6,Yes,6,Yes,Medium,0.9,79,2,5,139,613,4042,7,3,7,Yes,Yes,No,0
100675,1148,Yes,1.3,Yes,0,Yes,Medium,0.8,169,1,1,325,545,466,6,1,15,Yes,Yes,No,0
100676,708,No,1.9,No,0,No,Medium,0.3,116,7,1,206,620,1419,10,6,16,Yes,Yes,Yes,0
100677,828,Yes,0.6,Yes,3,No,High,1.1,85,7,10,456,1331,3452,18,9,12,Yes,Yes,Yes,0
100678,818,No,2.7,Yes,1,Yes,Medium,0.7,151,7,3,608,1362,280,4,10,29,Yes,Yes,No,0
100679,1744,No,2.8,No,0,Yes,High,0.7,158,1,0,621,1558,345,10,6,14,Yes,No,No,0
100680,501,No,2.3,No,12,Yes,Medium,0.3,131,4,19,504,1089,2346,13,12,2,Yes,No,Yes,0
100681,1392,No,2.5,No,0,Yes,Medium,0.7,113,4,2,482,1098,1280,8,1,16,Yes,No,Yes,0
100682,669,Yes,2.3,Yes,10,Yes,Low,0.1,133,2,12,1448,1509,2463,14,1,19,Yes,No,No,0
100683,1833,Yes,1.3,No,3,Yes,Low,0.6,137,8,20,1105,1033,3385,2,4,26,Yes,No,Yes,1
100684,1636,No,1.4,Yes,3,Yes,Medium,0.3,102,6,16,194,1192,2536,16,14,15,Yes,No,Yes,0
100685,976,Yes,1.3,Yes,5,Yes,Medium,1.1,135,12,14,1010,1345,2102,11,11,21,Yes,Yes,Yes,0
100686,1303,No,1.0,Yes,0,Yes,Low,0.1,138,3,10,229,1604,2574,12,4,14,Yes,Yes,Yes,0
100687,1371,Yes,3.1,Yes,16,No,High,1.1,68,5,23,441,1081,3946,4,3,2,Yes,Yes,Yes,1
100688,1470,No,2.2,Yes,4,Yes,Medium,0.4,138,7,10,1790,1988,1633,18,4,4,Yes,No,No,1
100689,329,No,4.3,Yes,24,Yes,Medium,0.3,269,12,27,1185,1419,252,5,8,4,Yes,Yes,No,0
100690,1863,Yes,2.3,No,15,No,Medium,0.6,162,4,16,1366,1507,3929,9,2,8,No,Yes,No,0
100691,1073,Yes,2.2,Yes,1,Yes,Low,0.4,127,0,1,350,1798,598,24,2,1,Yes,No,Yes,0
100692,1931,No,0.3,No,3,Yes,High,0.2,107,2,11,130,684,3437,12,1,21,Yes,No,No,0
100693,1497,Yes,0.7,No,5,No,Medium,0.7,92,3,9,1920,1933,1329,6,1,7,Yes,Yes,No,0
100694,783,Yes,2.9,Yes,4,Yes,Medium,1.2,52,2,2,914,800,437,1,4,17,Yes,Yes,Yes,0
100695,977,Yes,0.3,No,0,Yes,Low,0.9,61,2,2,181,885,3109,11,0,21,Yes,No,Yes,0
100696,1081,Yes,2.5,Yes,13,No,Medium,1.0,99,3,17,284,519,325,9,1,6,No,No,Yes,0
100697,1005,No,1.4,Yes,3,Yes,High,0.1,131,7,21,1144,1792,2882,4,1,19,Yes,Yes,Yes,1
100698,1559,Yes,1.6,Yes,6,Yes,Low,0.5,162,6,17,179,1559,3352,9,1,3,Yes,Yes,Yes,0
100699,510,No,1.9,Yes,1,No,Medium,0.8,117,3,4,385,1221,2534,17,2,12,No,Yes,Yes,0
100700,1662,Yes,4.0,No,15,Yes,Medium,1.4,54,2,16,710,1480,286,7,9,7,Yes,Yes,Yes,0
100701,1942,No,1.2,Yes,17,Yes,Medium,0.5,184,4,18,451,1615,3759,12,7,0,Yes,No,Yes,0
100702,1822,Yes,0.5,No,12,Yes,Medium,0.2,71,4,25,5,1732,2386,4,0,2,Yes,Yes,Yes,0
100703,1794,Yes,0.5,Yes,5,Yes,Medium,0.5,86,7,7,43,627,402,14,7,14,Yes,No,Yes,0
100704,1882,No,3.3,No,1,Yes,Low,0.1,75,5,1,588,628,1912,17,1,20,Yes,Yes,No,0
100705,1096,Yes,2.6,Yes,0,Yes,Medium,0.7,100,4,5,830,1064,3209,13,11,8,Yes,Yes,Yes,1
100706,518,No,0.8,Yes,0,No,Low,0.1,178,7,1,437,1947,2832,5,0,8,Yes,No,Yes,0
100707,821,No,0.3,Yes,2,Yes,Medium,0.8,69,3,3,40,1521,1770,0,2,8,Yes,No,Yes,0
100708,802,No,3.4,No,1,Yes,Medium,0.1,177,7,2,59,841,1101,11,1,17,Yes,Yes,No,0
100709,856,Yes,1.1,Yes,14,Yes,Low,0.7,125,6,19,1057,1931,650,17,0,10,Yes,No,Yes,0
100710,1744,No,0.0,No,9,No,High,0.1,156,4,8,655,805,1345,13,7,18,Yes,No,No,0
100711,1722,Yes,1.6,Yes,6,Yes,Low,0.5,118,2,18,609,1311,3429,6,5,4,Yes,Yes,No,0
100712,1504,No,1.9,Yes,7,Yes,Medium,0.3,152,4,9,395,1853,1788,13,11,13,Yes,No,Yes,0
100713,1521,Yes,1.6,No,5,Yes,High,0.3,143,1,9,678,1630,3555,5,2,19,Yes,No,No,1
100714,645,No,1.2,,,Yes,Medium,0.7,184,8,17,,1130,714,18,2,13,Yes,Yes,No,0
100715,1183,No,2.6,No,0,Yes,Medium,0.2,124,6,7,213,1106,2524,10,3,4,Yes,Yes,No,0
100716,1241,Yes,0.1,Yes,2,Yes,Low,0.2,115,5,7,254,1564,3635,18,18,7,Yes,Yes,No,0
100717,580,Yes,2.1,Yes,0,No,Medium,0.4,135,4,5,404,898,3565,12,11,8,Yes,No,Yes,0
100718,864,No,1.9,Yes,2,No,Low,0.4,178,8,1,545,1387,3833,15,9,12,Yes,No,No,0
100719,1715,No,1.3,No,0,Yes,Low,0.3,94,8,6,1224,1676,1633,15,10,5,Yes,Yes,Yes,0
100720,1893,Yes,2.1,,,No,,0.2,134,2,11,,763,3822,14,3,18,No,Yes,Yes,1
100721,843,Yes,0.8,No,8,Yes,High,0.9,151,9,16,53,764,238,18,8,4,Yes,No,Yes,0
100722,1474,Yes,3.6,Yes,0,Yes,Low,1.7,78,1,2,1226,1202,905,29,10,2,Yes,Yes,No,0
100723,572,Yes,0.4,Yes,2,No,Low,0.3,109,7,5,1347,1933,3641,14,10,14,No,No,No,0
100724,786,No,0.0,Yes,11,Yes,High,1.2,246,6,13,1945,1882,1372,3,7,8,Yes,No,No,0
100725,1284,Yes,2.6,No,0,No,High,0.7,84,6,3,1512,1697,3317,13,5,16,No,No,Yes,1
100726,650,Yes,1.1,Yes,3,Yes,Low,0.0,194,5,6,651,895,3340,9,1,7,Yes,Yes,Yes,0
100727,1858,No,0.7,Yes,0,Yes,Medium,0.4,199,1,2,672,715,1697,14,13,10,Yes,No,Yes,1
100728,843,No,1.3,Yes,7,Yes,Low,0.1,102,9,11,8,783,1903,7,2,2,Yes,No,Yes,0
100729,972,Yes,1.3,No,8,No,Medium,0.7,82,7,10,297,589,3925,7,6,7,No,Yes,No,0
100730,1699,No,0.5,Yes,1,No,Medium,0.5,97,4,3,466,1768,3796,17,10,12,No,Yes,Yes,1
100731,1577,No,2.7,No,10,No,Medium,0.4,78,0,14,51,1721,946,18,12,7,No,Yes,No,0
100732,1484,No,3.0,No,7,Yes,Low,1.2,82,9,21,941,936,1151,14,16,17,Yes,Yes,No,0
100733,2023,No,2.8,No,5,No,Low,0.8,163,5,14,173,1008,655,14,16,15,Yes,Yes,Yes,0
100734,753,Yes,0.5,No,11,Yes,Medium,0.1,121,8,20,606,1316,3484,11,10,16,Yes,No,No,0
100735,1278,Yes,0.5,Yes,1,No,Medium,0.1,104,8,16,581,750,1155,7,1,20,No,No,Yes,0
100736,871,No,0.6,No,2,No,Medium,0.1,178,3,3,194,1437,437,14,7,17,Yes,No,No,0
100737,695,No,1.8,Yes,4,Yes,Low,0.7,103,2,21,599,772,874,18,1,2,Yes,Yes,No,0
100738,1943,Yes,1.8,Yes,0,Yes,Medium,0.8,84,4,10,1110,1362,2557,7,3,8,Yes,No,No,1
100739,1472,Yes,0.3,Yes,4,Yes,High,0.9,14,2,22,1219,1702,3871,22,18,14,Yes,Yes,Yes,1
100740,1152,Yes,0.3,Yes,7,No,Medium,0.5,140,9,8,927,1234,1449,17,16,21,Yes,No,No,0
100741,1120,No,0.6,Yes,0,No,Medium,0.3,147,1,10,1053,1312,274,11,2,12,Yes,No,Yes,0
100742,1433,Yes,0.5,Yes,5,No,High,0.3,204,5,22,1,1467,2900,2,3,4,Yes,Yes,Yes,0
100743,603,Yes,2.7,No,18,Yes,Medium,0.6,111,1,18,252,1383,2777,10,5,6,Yes,No,Yes,0
100744,1221,No,2.3,No,7,Yes,Medium,0.4,152,7,19,765,1899,2638,19,16,14,Yes,Yes,Yes,1
100745,1175,Yes,1.7,Yes,1,Yes,Medium,0.6,167,2,7,90,557,2240,10,6,5,Yes,Yes,No,0
100746,1577,No,1.5,No,1,Yes,Low,0.1,148,2,3,112,1224,1924,18,9,11,Yes,No,No,0
100747,1049,No,3.5,Yes,1,No,Medium,0.2,94,2,8,904,1832,3684,14,9,7,Yes,Yes,Yes,1
100748,,Yes,0.5,,,Yes,,0.9,123,6,11,,1040,,12,10,13,Yes,No,No,0
100749,512,Yes,0.5,Yes,7,No,Low,0.9,83,3,15,249,1849,2610,18,14,15,No,Yes,Yes,0
100750,1832,Yes,0.6,No,2,Yes,Low,0.9,163,1,5,34,712,1307,15,8,6,Yes,Yes,Yes,0
100751,1172,No,2.9,Yes,0,No,Medium,0.4,189,6,2,438,669,2337,17,10,0,Yes,Yes,Yes,1
100752,1926,Yes,1.1,No,13,Yes,Medium,0.2,179,6,17,371,1000,3809,17,12,17,Yes,Yes,No,0
100753,1128,Yes,3.2,Yes,0,No,Medium,0.6,191,2,2,1065,1033,1837,7,4,5,Yes,Yes,Yes,1
100754,1347,No,1.3,No,0,No,Medium,0.4,115,5,6,209,493,3919,10,3,8,Yes,No,Yes,0
100755,880,No,0.9,Yes,1,Yes,Medium,0.7,211,3,7,1162,1779,3128,5,0,16,Yes,Yes,Yes,0
100756,583,Yes,0.9,Yes,1,No,Medium,0.9,88,8,2,1658,1794,1799,16,9,7,No,Yes,No,0
100757,1602,Yes,0.7,Yes,1,Yes,High,1.0,224,6,0,1042,2074,623,6,2,5,Yes,Yes,Yes,0
100758,1699,No,0.5,Yes,1,No,Medium,0.5,97,4,3,466,1768,3796,17,10,12,No,Yes,Yes,1
100759,,No,2.9,,,No,,0.5,125,4,8,,1933,,19,11,15,Yes,Yes,Yes,1
100760,1305,Yes,0.1,No,4,No,High,0.0,152,6,6,198,1055,866,16,3,9,Yes,Yes,No,0
100761,759,No,2.5,No,3,Yes,Medium,0.3,162,2,8,110,1317,968,6,2,2,Yes,No,No,0
100762,1008,No,2.5,No,3,No,Medium,1.0,109,1,14,825,1972,1083,6,4,6,No,No,No,0
100763,935,No,2.1,No,9,Yes,Medium,0.1,69,2,23,936,1306,398,12,6,6,Yes,Yes,No,0
100764,805,Yes,0.6,No,9,Yes,Low,1.4,118,0,17,814,1303,3051,3,8,0,Yes,No,No,0
100765,962,Yes,1.1,Yes,3,No,Low,0.1,161,8,20,546,1424,3438,14,3,20,No,No,No,0
100766,1658,Yes,1.3,Yes,2,No,High,0.7,111,8,17,719,1145,3660,19,2,21,Yes,No,Yes,1
100767,952,Yes,1.4,No,10,No,Medium,0.0,194,6,11,273,880,1636,7,3,5,Yes,No,Yes,0
100768,1255,No,1.9,Yes,11,Yes,Medium,1.4,160,0,16,181,2122,1447,30,31,16,Yes,Yes,Yes,0
100769,452,Yes,0.5,Yes,2,Yes,Low,0.4,128,3,0,183,1701,2284,19,16,21,Yes,No,Yes,0
100770,1773,No,0.3,No,0,Yes,Low,0.0,153,6,21,143,1007,2274,3,5,24,Yes,Yes,No,0
100771,603,No,1.5,No,8,No,Low,0.7,114,6,20,1003,1284,1543,7,5,19,Yes,Yes,No,0
100772,1524,No,2.6,Yes,5,No,Medium,0.5,124,2,12,629,635,947,11,4,16,No,Yes,Yes,0
100773,944,No,0.8,No,1,No,Medium,1.1,189,2,2,741,823,1332,4,1,7,No,Yes,Yes,0
100774,604,Yes,2.6,No,1,No,Low,0.8,132,6,8,1202,1796,2767,17,8,11,Yes,No,No,0
100775,1525,No,3.2,No,26,Yes,Low,0.2,203,7,22,545,831,501,6,4,1,Yes,No,Yes,0
100776,1377,Yes,3.1,No,0,Yes,Medium,0.6,108,3,1,794,1792,3356,11,1,17,Yes,Yes,No,1
100777,1731,No,0.3,No,1,Yes,High,0.1,86,4,3,62,1010,351,18,0,15,Yes,Yes,No,0
100778,1090,Yes,2.3,No,1,Yes,Low,0.6,128,8,8,1217,1670,3839,17,3,11,Yes,No,Yes,0
100779,971,No,2.7,No,0,No,Medium,0.8,89,5,1,186,974,3481,18,15,4,Yes,Yes,Yes,0
100780,1030,Yes,0.5,No,4,Yes,Medium,0.7,147,1,8,503,551,2800,8,6,12,Yes,No,Yes,1
100781,964,Yes,0.3,No,6,Yes,Medium,0.3,170,8,17,547,1213,3494,16,21,11,Yes,Yes,Yes,0
100782,1475,Yes,0.9,No,18,No,Low,0.6,191,12,23,143,935,2332,14,13,1,Yes,Yes,Yes,0
100783,716,No,1.6,No,0,No,Medium,0.4,88,8,1,257,575,1389,10,8,17,Yes,Yes,Yes,0
100784,971,No,2.5,No,16,No,Medium,0.1,169,5,22,250,1651,3498,11,7,21,Yes,Yes,Yes,0
100785,625,No,2.7,Yes,2,No,Medium,0.8,138,8,3,203,1771,2929,10,4,17,Yes,No,No,0
100786,925,Yes,2.7,No,3,Yes,High,0.1,157,0,19,923,2111,2240,26,15,7,Yes,Yes,Yes,0
100787,717,Yes,1.9,No,3,Yes,Medium,0.0,108,0,27,248,1270,1219,19,17,4,Yes,Yes,No,0
100788,1388,Yes,2.3,Yes,3,Yes,Medium,0.4,85,3,3,110,888,2278,12,2,13,Yes,Yes,No,0
100789,535,No,1.5,No,1,Yes,Medium,0.7,113,1,4,290,811,740,11,10,18,Yes,Yes,No,0
100790,801,Yes,3.3,No,0,Yes,High,0.2,110,3,20,1185,2059,2241,19,9,16,Yes,No,No,0
100791,1565,Yes,3.6,Yes,9,Yes,Medium,0.0,191,5,14,836,1118,1095,15,1,7,Yes,No,Yes,0
100792,1090,No,1.3,Yes,5,No,Medium,0.1,91,4,16,1638,1910,1352,5,1,11,No,Yes,No,0
100793,,No,2.6,,,No,,0.1,155,8,2,,1042,,9,1,9,No,Yes,No,0
100794,1342,No,1.0,No,0,Yes,Medium,0.6,86,7,1,991,1638,2746,15,5,10,Yes,Yes,No,1
100795,1148,Yes,2.0,No,15,Yes,Low,0.3,206,1,12,389,942,873,8,7,9,Yes,Yes,No,0
100796,808,No,2.3,No,3,No,Medium,0.8,161,1,9,526,1324,3431,15,6,13,No,Yes,Yes,0
100797,1407,No,1.8,Yes,5,Yes,Low,0.2,170,4,6,925,1206,1068,6,0,8,Yes,Yes,No,0
100798,768,Yes,0.9,,,Yes,,0.1,113,1,20,,515,952,19,3,16,Yes,No,Yes,0
100799,1569,Yes,1.4,No,9,Yes,Medium,0.9,122,5,22,153,1327,1425,7,3,20,Yes,No,Yes,0
100800,1076,No,2.5,No,3,No,Low,0.2,105,5,4,545,1300,2043,7,5,14,No,No,No,0
100801,1561,No,0.5,Yes,10,Yes,Low,0.5,134,2,13,885,1811,1783,13,12,10,Yes,Yes,No,0
100802,1579,Yes,0.5,Yes,0,No,Low,0.2,88,7,9,1358,1739,3532,17,11,12,No,No,Yes,0
100803,504,No,2.8,Yes,0,No,Medium,0.5,178,3,0,626,1195,470,6,0,16,Yes,No,No,0
100804,1580,Yes,0.4,Yes,8,Yes,Medium,1.4,183,1,5,531,700,1300,12,13,1,Yes,Yes,Yes,0
100805,540,No,0.5,Yes,1,Yes,Low,0.4,124,3,1,971,1435,2983,7,4,11,Yes,No,No,0
100806,1317,No,1.5,No,6,No,Low,0.1,154,2,9,431,542,425,7,0,11,Yes,Yes,Yes,0
100807,1994,Yes,2.0,Yes,15,No,Medium,0.2,180,6,20,170,1243,1378,8,1,13,No,Yes,No,0
100808,551,Yes,2.8,No,0,Yes,Medium,0.1,172,7,15,168,1915,1411,6,1,19,Yes,No,Yes,0
100809,1547,Yes,2.9,No,2,No,Medium,0.4,114,1,3,347,957,1620,9,2,19,No,Yes,Yes,0
100810,1517,No,0.5,No,6,Yes,Medium,0.6,143,5,14,802,1489,2822,15,5,11,Yes,Yes,Yes,1
100811,775,Yes,2.6,,,No,Medium,0.4,189,7,10,,1510,2523,17,16,9,Yes,No,Yes,0
100812,798,Yes,0.5,Yes,7,No,Low,0.8,148,2,15,497,627,3593,14,9,3,No,Yes,No,0
100813,1182,No,0.5,,,Yes,Low,0.5,138,8,16,,986,2563,19,17,19,Yes,No,No,0
100814,714,Yes,0.5,No,1,No,Medium,0.3,145,4,2,643,1527,2302,12,10,10,No,Yes,Yes,0
100815,1489,No,2.4,Yes,8,No,Medium,0.6,200,1,16,172,812,776,7,6,8,No,No,No,0
100816,1385,No,0.0,Yes,4,Yes,Low,0.2,147,1,15,917,917,2280,8,4,21,Yes,Yes,Yes,1
100817,966,No,0.5,No,1,Yes,Medium,1.1,158,7,7,535,1120,3249,16,10,12,Yes,Yes,No,0
100818,754,Yes,3.4,Yes,21,Yes,High,0.4,98,2,22,1118,1110,1832,16,17,3,Yes,Yes,Yes,0
100819,1436,Yes,0.7,No,2,Yes,Medium,0.6,82,3,10,707,1176,1361,15,9,16,Yes,No,Yes,0
100820,1139,No,1.6,No,12,No,High,0.3,79,11,11,213,1538,3198,9,4,18,No,No,Yes,0
100821,1659,Yes,3.1,Yes,4,Yes,Medium,0.5,246,7,9,386,1365,423,14,1,26,Yes,Yes,No,0
100822,1823,Yes,0.3,No,10,No,Low,0.7,191,8,10,926,1582,1836,11,8,6,No,No,Yes,0
100823,1790,No,2.1,Yes,10,No,Low,0.5,173,6,17,1069,1459,3547,18,17,14,Yes,Yes,Yes,0
100824,1758,No,0.1,No,13,Yes,Low,0.9,118,10,28,361,1572,1537,25,27,19,Yes,Yes,Yes,0
100825,1820,No,0.9,No,10,Yes,Low,0.2,112,0,19,80,1807,2401,7,4,6,Yes,Yes,Yes,0
100826,1531,Yes,0.2,Yes,2,Yes,High,0.4,112,2,23,306,901,2831,0,1,4,Yes,Yes,Yes,0
100827,1960,Yes,2.1,No,1,No,Low,0.2,165,7,9,868,877,3773,11,9,6,No,Yes,Yes,0
100828,1846,Yes,0.2,No,2,Yes,Medium,0.1,217,2,2,721,897,1258,21,2,20,Yes,Yes,Yes,0
100829,1675,No,2.1,Yes,4,No,Medium,0.1,15,7,6,601,1743,3314,19,10,13,Yes,No,Yes,1
100830,1422,Yes,1.7,Yes,10,Yes,Low,0.4,151,2,15,502,539,396,7,0,8,Yes,Yes,Yes,0
100831,1802,Yes,1.2,Yes,8,No,Medium,0.5,116,5,16,453,963,1885,10,9,7,Yes,Yes,No,1
100832,1439,No,0.2,Yes,1,Yes,Medium,0.3,142,0,3,1914,1997,2492,11,10,8,Yes,Yes,Yes,1
100833,1351,Yes,1.0,No,9,Yes,Low,0.8,183,2,18,1375,1822,3092,3,3,9,Yes,Yes,Yes,0
100834,,No,2.1,,,Yes,,0.6,104,,20,,1036,,14,7,13,Yes,No,,1
100835,1206,Yes,0.3,No,8,No,High,0.1,32,12,9,177,1498,3116,5,6,20,No,Yes,Yes,0
100836,803,No,1.6,Yes,2,Yes,Low,0.3,126,4,9,356,1165,405,12,17,14,Yes,Yes,No,0
100837,773,Yes,1.7,Yes,0,Yes,Medium,1.1,149,8,2,856,1290,1781,20,12,2,Yes,Yes,Yes,0
100838,1428,Yes,1.6,No,0,No,Low,0.1,153,4,2,584,983,1808,12,8,13,No,Yes,No,0
100839,836,Yes,2.7,Yes,5,Yes,Low,0.2,98,7,14,336,1433,2113,19,7,2,Yes,No,Yes,0
100840,816,No,3.0,Yes,2,No,Low,0.1,117,1,3,1196,1651,3851,10,3,14,Yes,No,Yes,0
100841,911,Yes,0.8,Yes,13,Yes,Medium,1.6,75,1,13,884,839,2032,8,1,18,Yes,No,Yes,0
100842,640,No,1.3,Yes,5,Yes,Low,0.6,143,8,20,976,1353,2711,15,7,8,Yes,Yes,No,0
100843,831,No,2.4,No,10,No,Medium,0.5,86,6,12,172,1239,1075,12,11,3,Yes,Yes,No,0
100844,1146,No,3.0,No,5,Yes,Medium,0.4,111,5,10,73,583,291,19,9,11,Yes,Yes,Yes,0
100845,832,Yes,0.9,Yes,0,Yes,Medium,0.8,26,6,1,52,1563,1907,3,0,4,Yes,Yes,Yes,0
100846,1263,No,0.5,No,12,No,High,0.3,175,5,18,178,1883,1183,14,3,17,No,No,Yes,0
100847,1186,Yes,4.9,Yes,3,No,Medium,0.8,219,10,4,669,1137,3706,20,31,3,Yes,Yes,Yes,1
100848,1433,No,2.5,No,12,Yes,Low,1.0,170,11,13,739,1373,1771,16,18,25,Yes,Yes,Yes,1
100849,512,No,0.8,Yes,17,Yes,Medium,0.6,140,3,19,395,1267,2344,19,4,3,Yes,No,No,0
100850,1061,No,1.8,No,5,No,Low,0.6,173,4,18,472,1060,3648,2,1,14,Yes,No,No,0
100851,1804,No,0.5,No,9,Yes,Medium,0.6,153,7,19,1158,1244,3472,9,1,20,Yes,No,Yes,0
100852,1234,Yes,1.6,Yes,1,No,Medium,0.6,172,1,3,166,778,1449,11,7,6,No,No,Yes,0
100853,1928,No,2.6,No,5,No,Low,0.8,162,5,16,229,1004,696,14,12,15,Yes,Yes,Yes,0
100854,532,Yes,1.5,No,12,Yes,Low,0.6,14,3,21,690,599,1429,18,13,3,Yes,Yes,No,0
100855,1885,No,0.5,Yes,3,Yes,Medium,0.6,246,1,3,664,675,1693,17,16,12,Yes,Yes,Yes,1
100856,1741,Yes,0.5,No,1,Yes,Medium,0.1,140,5,3,719,755,2575,13,10,7,Yes,Yes,Yes,1
100857,1316,Yes,2.5,Yes,4,Yes,High,0.7,150,9,15,46,609,3205,0,4,10,Yes,No,No,0
100858,910,No,1.0,Yes,9,No,Medium,0.0,163,3,10,796,1808,2322,16,12,22,Yes,No,Yes,0
100859,1853,Yes,1.0,No,2,No,Medium,0.4,92,1,15,202,1951,2775,14,4,17,Yes,No,No,0
100860,1535,Yes,2.9,No,0,Yes,Medium,0.1,101,4,0,306,1410,891,16,5,18,Yes,Yes,Yes,0
100861,1634,No,0.4,No,24,No,Medium,0.4,147,3,26,507,1150,3531,23,0,9,Yes,Yes,Yes,0
100862,947,Yes,2.1,Yes,5,Yes,Medium,0.8,156,8,29,105,2110,1943,12,14,13,Yes,Yes,Yes,0
100863,768,Yes,3.4,No,12,Yes,Medium,0.1,114,2,12,529,783,2024,16,15,2,Yes,Yes,Yes,0
100864,935,Yes,0.3,No,2,No,Low,0.7,156,4,10,434,1252,1944,14,0,18,Yes,Yes,No,0
100865,1285,Yes,1.3,Yes,11,No,Medium,0.4,215,1,7,214,715,3194,21,7,6,Yes,Yes,Yes,0
100866,737,Yes,2.4,No,0,No,Medium,0.7,99,8,1,890,927,333,11,8,7,Yes,No,No,0
100867,1579,Yes,1.5,No,,No,Medium,0.2,142,6,18,831,1484,1713,16,4,10,Yes,Yes,Yes,1
100868,1919,Yes,3.0,Yes,4,Yes,Low,1.4,209,8,5,335,2024,691,1,1,15,Yes,No,Yes,0
100869,1558,Yes,0.2,Yes,0,No,Medium,0.9,114,7,1,1573,1752,2964,13,7,28,No,No,No,1
100870,1963,No,0.2,No,3,Yes,Medium,0.4,144,1,13,1473,1868,3000,7,6,0,Yes,No,No,1
100871,950,No,0.5,No,6,Yes,Medium,0.1,124,8,7,86,1681,1305,6,5,4,Yes,No,Yes,0
100872,1627,Yes,0.1,Yes,2,Yes,Medium,0.1,109,9,19,23,1238,673,18,3,9,Yes,No,No,0
100873,915,No,1.1,No,6,No,Medium,0.6,187,8,17,532,1448,905,19,10,12,No,Yes,No,0
100874,1767,No,2.7,No,11,Yes,Medium,0.4,88,1,21,517,1807,1609,2,0,18,Yes,No,Yes,1
100875,450,No,2.4,No,1,No,Medium,0.3,214,3,3,118,1747,848,19,11,6,Yes,No,No,0
100876,1998,Yes,1.2,No,8,No,Medium,0.6,196,8,19,50,1356,2311,17,9,18,Yes,Yes,No,0
100877,754,No,0.5,Yes,7,Yes,Medium,0.7,178,7,10,1914,1928,1027,6,3,5,Yes,No,No,0
100878,1928,Yes,1.8,No,9,Yes,Low,1.0,187,3,20,691,1580,3777,7,2,13,Yes,Yes,Yes,0
100879,1519,Yes,3.5,No,6,Yes,High,1.3,233,9,22,1123,2030,1510,16,7,18,Yes,No,Yes,0
100880,704,No,0.5,No,0,Yes,Low,0.1,199,2,1,1048,1460,1853,17,16,11,Yes,Yes,Yes,0
100881,766,Yes,2.8,Yes,1,Yes,Low,0.5,50,4,0,1247,1680,3274,22,14,2,Yes,Yes,No,0
100882,694,No,0.5,Yes,4,No,Low,1.2,160,1,3,581,1051,1165,21,3,5,No,No,Yes,0
100883,734,No,0.5,No,0,Yes,Low,0.2,176,4,3,918,1728,1849,15,2,16,Yes,No,No,0
100884,1064,Yes,2.6,Yes,4,No,Medium,1.5,181,1,9,1582,1719,3873,1,5,20,Yes,Yes,Yes,1
100885,1080,No,0.3,No,14,Yes,High,0.3,152,3,20,404,1106,1667,17,12,1,Yes,Yes,Yes,0
100886,1043,No,0.5,Yes,0,No,Medium,0.7,182,8,0,521,1556,623,5,3,18,No,Yes,Yes,0
100887,1415,Yes,3.0,Yes,2,Yes,Low,0.3,185,9,1,326,1778,3337,6,2,17,Yes,Yes,Yes,0
100888,1774,Yes,1.0,Yes,19,Yes,High,0.2,104,2,33,710,1210,2803,18,8,1,Yes,No,Yes,1
100889,1662,No,2.8,Yes,7,No,Low,0.1,191,3,10,68,734,3674,8,1,9,Yes,No,Yes,0
100890,1730,No,2.0,Yes,0,Yes,Medium,0.1,143,4,10,418,1023,1595,14,0,12,Yes,Yes,No,0
100891,697,Yes,0.5,Yes,4,No,Low,0.5,239,0,5,177,1174,658,9,9,13,No,Yes,No,0
100892,1288,Yes,0.7,No,1,No,High,1.1,207,7,1,1066,1513,1160,5,5,4,Yes,No,Yes,0
100893,1598,Yes,3.9,Yes,10,Yes,Low,1.3,180,1,6,464,632,999,9,18,15,Yes,Yes,Yes,0
100894,1236,No,0.9,No,4,Yes,Medium,0.5,86,4,18,467,863,1757,19,17,11,Yes,Yes,No,1
100895,1059,Yes,1.7,No,2,Yes,High,0.1,81,8,3,178,1247,978,20,14,8,Yes,Yes,No,0
100896,1654,Yes,1.0,Yes,8,Yes,Low,1.1,58,6,10,736,1391,900,4,9,4,Yes,Yes,Yes,0
100897,1573,Yes,2.3,No,7,Yes,Low,0.2,125,6,9,267,1025,2407,8,1,9,Yes,Yes,Yes,0
100898,1341,Yes,1.4,Yes,26,Yes,High,1.8,67,6,25,219,1348,546,2,11,2,Yes,Yes,Yes,0
100899,1336,Yes,2.4,Yes,1,Yes,Low,0.1,137,9,11,1046,1393,2278,15,14,4,Yes,No,Yes,1
100900,614,Yes,1.4,Yes,17,No,Medium,0.6,114,5,22,1213,1475,2746,1,2,9,Yes,Yes,Yes,0
